Brand,Processor_Speed,RAM_Size,Storage_Capacity,Screen_Size,Weight,Price,Price_Hashed,Brand_Hashed,Price_Encrypted,Brand_Encrypted
Acer,3.0789005502313014,4,1000,14.179287566531157,3.834939258169977,31558.706209149856,8cb2c0348c8d6b0cb07068e035a6b7c306d3e1ee725058eb2e85d5fe2b405733,42a25e76de60584238905609739a4b0bdca7bf7df9a55a68aae15633e84aa931,gAAAAABn_AstXyqsuXFCDTtInXGgJnxVPWqcDTIM4VbRsgBroSVB19IGscBYpcKgk_4ROKOP_MqexTZpIbRSVc-bPr4_OXB0JFmLV6kLHMa1no4GVvO5aNI=,gAAAAABn_AstFYZ3fimJNUJtc83Zo6n8wu6Q4aknw5ZfES2HuKa0zqCsnRJh-Ebbnjft0VhTVIXLWkV99Z21pkfa0nGddUlBRQ==
Asus,3.3327825560382025,16,512,16.911822993723714,2.887242687785062,17501.262720510942,0e777e692862ddf53185cb297e248fb9ae084db24d83ba671da126e5f2cf2801,398ef1e5b4a9550bf7be599cb6f97d9e3de83acb4d942e04d9e8ad772897ffa2,gAAAAABn_Ast5LaAuZvhtSnh5fhaXuwHsrIwivQjBHDEx2kYwsyZFDcSgffM5Mk6QcgsX57BnH4IH-SecJZhDoTQvxePZt5ZQTDp47kOBtqkLTbuJVqD7XU=,gAAAAABn_Astf9Z6EgaJaFigSNzpK6Reu0ao7JWE11ktmJs9q3OPpP_yFuk6U5R5jUESKuxpwSRsiLLMl-0YgpVJFiE2js_dow==
Lenovo,1.8289192128181493,8,256,11.996130941857164,2.7672311046449014,9029.916399804506,fddac063efdb69bd1f74089f18440689532bd54fcf2fff2eeb9fadefe67ec05a,acec4064d0fcc0d59e8178f5feda22f65c16052768b7babd91f529b129b8074d,gAAAAABn_AstzwTM5MiR4fwJmRAQwZUh-dn9CuBygPP2s7vSuWbzO9qZtyMBWz7k2ywcY-RdcDnRaSJ7xGi9SIl4Va7zQF7-1viAzd5vibl0sgrfknfvGAE=,gAAAAABn_AstfpnApXnnCYJvVPYEpMSiUaUBtQYbFa65D6VpopvofgkLTRYfFtQweeiscjaA8HzU2jM_B3jbQLcOffmWxuk8Ag==
HP,3.289562411705221,4,512,11.686589111674152,2.982262876200344,16757.87521145047,15a236af69030e499d232e5ca3de0947610d8fd17a43551cc983823b0a5cda80,9449a7aaa80c99ead5ca08d4c72f0905780cb5008036127b26fe20da07419ac0,gAAAAABn_Astm2Xd9VozPJdSLd0Ev0ccbmj0d6hZH5vo22DSRAZ7vqQb4ncKdGRy1RgilBSnSG0ig5AhDsyV2Xi0uiSsRPU0mTxvwd5il_lBS7HTs_cmYEs=,gAAAAABn_AstK9Fu2gw63bHzaTSOz7hDBb_qqfpvvKfDC1_hidxrYkdnxibyqBTKM6MzZzAcFc6HMaGZwI5eoccxZ0XTBATUAQ==
HP,3.7725813016641023,32,512,11.05223688237526,2.4938615397095143,18579.28840455552,ec7918fc320afb624f8fcc2377c7038341a34a264b87e7fe456ce1cc296508bf,9449a7aaa80c99ead5ca08d4c72f0905780cb5008036127b26fe20da07419ac0,gAAAAABn_Ast-22oc6VbKybrixjivvVpSlK8W_9kCHDQBMgPQHF6s_SEFxCYOno76U06Ln9neLiJV6ptHJYYGYu1CnNfHOmoSeSYn897fUea3D8xO5_FaxI=,gAAAAABn_AstC99WrqX5_6RZW-GP20qAetap-cAMZjexL9BT0GGGEG4uZdGoSAViGkspkyTCxqjHe5XnMnslPoY8rv62Ypch2A==
Lenovo,1.949207772175605,8,256,11.933428621215814,2.54351555255006,9217.451938184204,a8f08eb55c800687873d002b37272cd52d6eecfebc447846b63a322e2e404ba6,acec4064d0fcc0d59e8178f5feda22f65c16052768b7babd91f529b129b8074d,gAAAAABn_Astasqtv3u3-720YwbQgtgHrUEtv-8n_WHpYatr-ZUupnIfQIrHNS_zngmUiN1PunoIi8g3hOYFsuzkXS6Wlm5Q0QrfdK_Ao5v8Gs89yvsqpH0=,gAAAAABn_Astrb-VpZpJjUfyMmZfV1kEkEMYOBmQdX1Rmj8OeB1C_lDu3MEVcCFqz1Yozofc_wxEXYVGHuD88Mm8sS9prZAvzQ==
Lenovo,2.093858312309694,16,256,12.243637874406003,4.372073305700504,9783.633851651786,cc58ba579e5784ac063287ddd32239b4603d447f090b75d167d2074d79860359,acec4064d0fcc0d59e8178f5feda22f65c16052768b7babd91f529b129b8074d,gAAAAABn_Ast9esxWLkJtUzjMSKxzHjmuaE9AI_9tFVcUzIv_PcSNfKOmJLghxYIL6Yl_vd0y-ZZ_Eizc8VjArEXV_Hi7MJnnsHIk5kcFA9tiidmHj8rJ_c=,gAAAAABn_Ast22af6j_-MJt3zyvM_GNxdyGcIjL489VMLFaw6eIqc-4ruY_HnyyTPNZDpz8Kxl6RqamBYT3mQqF9eF0G1r_71A==
Acer,3.928487735104099,32,1000,14.783485649498552,3.154197729522335,33354.90259562436,9b63f051409e801279e913fffa317400d122fc844d660545fc693e271a002360,42a25e76de60584238905609739a4b0bdca7bf7df9a55a68aae15633e84aa931,gAAAAABn_Ast0-mxoqmp35V0TXCLeOBmnqgV8AN4VXNErT_SdPNRRmkW7p1cG6il_YZ3e1lqPbl5TceZMENhJdjhQ8jiDQCM3n8EyvgnzJ_zJEoizs5BwB8=,gAAAAABn_AstNYv7kCvi-i_wqzl-x6PJ3qAggUrr4TrCAV-etcKrOXalmD4apvpFSt6Rp-WPqElgUvEZ2jEVPqY-KfJjiOXZwQ==
Acer,1.9524423817737244,32,1000,12.318240742348404,3.3079855417117576,32611.790570357465,066b60f1a809e3ed1e70938e0a5dea271917316b28a63b62ca2503e64b8124f4,42a25e76de60584238905609739a4b0bdca7bf7df9a55a68aae15633e84aa931,gAAAAABn_AstOwlvjjaNhxKBjDSjZLCbQbwTxrYq1zakG6kX-8os4HX7JbwPIGowgAgqa-HDW6FmYjEOcQqOnhINc3TNQt44NvJawWUe6Lxqa8BVkjL_Las=,gAAAAABn_AstipaZvdgZtA6WZG3Msjf6gxGpPzl5iq9L120ZeSlGk5fZJxXAePI_KnBRd8wfHOa_QPLksYBICInlu7WSKhwUfA==
HP,3.635962733423948,4,256,11.123124888375951,3.7821483967004337,9468.150557363018,238d658f580557fcf1fa7c67f9259495256aa1d2595d8fa43f72185cba97bb75,9449a7aaa80c99ead5ca08d4c72f0905780cb5008036127b26fe20da07419ac0,gAAAAABn_AstHWuNmubVXL2zPqZ3CARUWD8uZThObQtYIF557amsAwUdeGaO6LoLMuDBryZNJ0JsA6nzdJXtlX2bbdaxuHPiTiiVWAQEe-jRqiake0VfFCA=,gAAAAABn_AstSwfy3e6jO6xeZrYLBNY8P8jKJKVe5-yldFKUAlH1xUj8h2G2u21nshJ6BHKs6TSryNdujV-G1y0fjuHpg2Idiw==
Asus,2.730694641120087,8,256,15.959710073014932,3.768960485454643,9404.819380443085,53ed37207bf516c215496b0f97d7012937c739f166bbbd13906610e0bae4b7d5,398ef1e5b4a9550bf7be599cb6f97d9e3de83acb4d942e04d9e8ad772897ffa2,gAAAAABn_Astq1dMeu1aKo9iTiMYtCaC2AogjCPEceEAlKDRgpuEGboPv1dybfGdKnO0m7D_b7vNRMQQCZfEhhJ0kD2YlBH2F_4Wx9nEFjTrD7GYe_F47f4=,gAAAAABn_AstHaSnw-eRnmQ6uehVBvI2fkZDiAefNPZf27Cjqkz_c_hj25GSPSgLhD0Sg4teNk3Svn7ZVOIaZyJU3ZJL7M5PyQ==
HP,2.1180776860079424,32,256,13.1935742060238,2.2021306145657773,10413.731014080557,9d2ac44cfde8a347ab21544ce0194695457fff441533f01ee2de3ec07d8aac42,9449a7aaa80c99ead5ca08d4c72f0905780cb5008036127b26fe20da07419ac0,gAAAAABn_Asthxt8y1g_kmqwKldlwH4Q54eR2Ikr_9rn7gEJto-ua9kfnKpVjplj38gDOyIB1FSc7PBWbGGSjJsK4eqNIw8ZJ0HxL73EYChMjpVq_C8QpoU=,gAAAAABn_AstP1C1D39Su7qH1OOwzQDJqr0SjLMygUI3l-u8NkjkfwfABgasgChiUuF-S-FdG260dpI-KOfVfhCMQBanXnv0VQ==
Asus,3.6768747531812784,16,512,13.122180119484405,4.494622359012997,17863.34574876797,99a35c4fda530d41648e6061601320774d35cd48ac415f6c6f7ca8bf747cbc89,398ef1e5b4a9550bf7be599cb6f97d9e3de83acb4d942e04d9e8ad772897ffa2,gAAAAABn_AstSDeT18lqIgKW51ghhqt4ciw3NcZfJsZg80kxU3LX9nmA20DWNy8mNQ5_NRAfREk_KADvRL345M0sgRIyFSehYmoriTklELgR9hDiGHQj7Zg=,gAAAAABn_AstAOSriVcRdduOcg19PB45d2yOx7TBmiqls-5UgH3EyrxfdxZfrpimLa1UGSInxv-2qPIC1FcpeT5FYAJRk9f2Ww==
Asus,2.613263137506664,8,512,12.81487417500756,2.5319796596718183,17124.384006967848,489baaf93e33113a8c05bf53d04ef9a4317c6cc9f35d86ab97237a747c4ebaa7,398ef1e5b4a9550bf7be599cb6f97d9e3de83acb4d942e04d9e8ad772897ffa2,gAAAAABn_AstD76wPsyusOQiVZ1jwePezh0hM7-o8w5QHgAsDJj6vycFL3SY0R_MonLYE8efeIA2dqEUiziqQiEGOKaWfTcMszfyCaYdFnZywWntZvSIJhk=,gAAAAABn_Ast_Z13I0xhnM8UJ7o-H4YUeFxpL1SDRapnTotGDSYlMSuZDou7Su_zJOc87i5_3OpFnzYT7nbHVGJdo0dvNn2iAQ==
Acer,2.787043384824225,16,512,16.852239662878524,4.169214908149007,17442.27647012818,69a0c45494671b277f0c490cb233c935de4263af63cd1b5254a6861183b4ebd3,42a25e76de60584238905609739a4b0bdca7bf7df9a55a68aae15633e84aa931,gAAAAABn_AstOJ4ZGOq-3v9-KlRtipnWvr--3Pdd-ZhejovyTLY0B-87W39xeoTcocrTHnKgTQPGp3jmeKAmk18iEmxsLKrIQS9t_XQoSlY48y_qLLHkWaM=,gAAAAABn_AstpG5m6t_o-XDoF8wjNNzEXmUUKz8RWtmv9MsNgiGbzgZm9WfT4bl4NgGrputMQR3GlPjCgY_WsNHkWXhug_8SWQ==
Dell,2.398083423499414,32,256,12.020692503855688,4.3180129643845,10554.60906823848,c6d24b965f0b3c1347857cbd098afa486a95cb49863f34cc087863b91229e650,e9c5e07631ef4658d1b0613f0bf1e906f2d3471ed62264bf41d22151b592a618,gAAAAABn_AstcWuSHFMll88Evq9kIkQTc4ZoozPODUtcDy3WCqwfCdYWKlUOxsbA2O8iC4GWzdMvUwkib0_3Nalf2BDxDHFdOSUVSbxHqs_waVvw_E11ABw=,gAAAAABn_AstrgkPoubvjgcLN1MiU1DFjcyuMJjNF75grSiRBAo4MYJ_d3iifO1G0uuCORFAXZ-SrWmd8I-yPZc-F3HQ5ykpZg==
Dell,2.982377128587318,16,1000,16.389428383719412,4.144698602273941,31929.6744769352,795131ac07ab7b981a3086bc68679e10f971b84c4f4a7587b986b61a7c360f8d,e9c5e07631ef4658d1b0613f0bf1e906f2d3471ed62264bf41d22151b592a618,gAAAAABn_Ast217sh4KgpkdqPIz1eAmTqH2-JOsGDPGVdOZ2bNXTzY_vVL2hu1KvN7BNEJk8Z3fzfxSYvTn_kxR4kE66itM3-iCWb5j8gj6Tq_wmu0EuDdA=,gAAAAABn_AstvWjUgRDqF0j2Uv0Ih8ZC3K-8MgQotr7jxHPx1L2nXgau6L-_JMJznKmzfMKOB_mESkCUeGgAvS4MlUHuhSBUjQ==
Lenovo,1.9088096814625568,4,256,15.660819992839327,3.7369329396624353,9087.071602980595,eb116c5db04f8fb4540f8493853838435544d3da16833f2df04abdafac005016,acec4064d0fcc0d59e8178f5feda22f65c16052768b7babd91f529b129b8074d,gAAAAABn_AstUhmjQVtY5oJs3NbKUVy-bT1qfgL8tf3IED9qbg-k8UataEFu-KM9H7YhvBlVVZA09b1DtkkJFl7m_k6_AskhRCm7mFLieHk6rcQHRQYSd_8=,gAAAAABn_Ast7VZ9bwaGxPl6MHrXIXbhz8e-brD7j-uXz1n8_bSm-JggVBFA-prHMlzOkWNTEI-QsTjUToMy7naLHk77SVPXIA==
Acer,2.4777038416294017,16,512,11.45887973299588,2.0438269913266485,17064.361782900898,97578496939d02eeb6a2f8c08c8a08f5ab8cb8f1bea3a1b007a51dbb211d0a03,42a25e76de60584238905609739a4b0bdca7bf7df9a55a68aae15633e84aa931,gAAAAABn_AstwYr129k6e-uNKR-OAdSBkAtn_tvJL5poONG8l7L3DF9j3pkIRmK1tl1epinTlVO_bX16IreNtlvMCy21wpmLMd5daTEkle5_KrOL7HF8Zeg=,gAAAAABn_AstzzihqLM7efbozbo4pnKKZh3-f0giO4d0N20wn9mSuNRdAGA4nmV9nh3wUMdI6eE--CeaGIt1Z6JSFQLrnrc8rw==
Asus,3.923530805838219,8,512,16.920374609005094,3.081126477089512,17155.42246340321,520e0e38ba56defa8adb06c24487713fcf864b6354f16e0e2d13050f35487a6d,398ef1e5b4a9550bf7be599cb6f97d9e3de83acb4d942e04d9e8ad772897ffa2,gAAAAABn_AstBYxv4fK8bpONN0_6Ycoeym8pMwrxdcnVXJGZQEdtjm1CFqDMr67YeHEMZj5YqB-kj3Ju3YQj6akOQMDkt4Olf5QppNEL8Pz4C1-Q3n8FPqA=,gAAAAABn_Ast-jepvyO4HuM2pMWAEGjadvD8SNDwuV0wAfAz2-xWcmhIEtuOwTIj61lGxy885z8zIoemNE9Os7otN6neku6WZg==
Dell,2.1453335817528187,16,256,12.628195781234064,3.814518288087744,9740.413388748191,edc587cb9143c541470b0d6098f4089be3afba2b13ccbb067a66df64d70b13fe,e9c5e07631ef4658d1b0613f0bf1e906f2d3471ed62264bf41d22151b592a618,gAAAAABn_Ast78p43SFDbkaXouGPONfFo95yOhtQyBIWP2ZVjyrsK7AUiO-krQLm8pLabwaquoJ4lYGMnPwSPd7-zRPY-eKluI--4S30SZidQRGyUUWTRFE=,gAAAAABn_AstT0j_n7JRzzsBECNK3rX1_hOufRs5u16Y28c9OjttvqpAcVIJY-wEYt9-Wqxuvcg5XghMomn-LR3GYbnXP-NvmQ==
Asus,3.1418416613532303,16,256,11.591497562134474,3.1623538877676163,9274.525545150296,20c85f7786e67f7a89268b7aa6e50368515a5cca127bee6363eec768df113c27,398ef1e5b4a9550bf7be599cb6f97d9e3de83acb4d942e04d9e8ad772897ffa2,gAAAAABn_Ast0j-VXDxVqZLbxnUCOalACtSebgdvrCVlwEO2xpM7V60igfwlvwswGR9Nb6iwxds-QIfMbXoFN9yOouRVsgrgFYs6QBp-03pBqBIqdw2CN2g=,gAAAAABn_AstKlhfURygKWGj84ALZxO60td0-EwGhC0NW8jVtlIen5LJ0MpGlwyvaeXCEnhhEXkeV2mgtBBAhHN-JAWBtdwPGQ==
Dell,2.312975160561737,4,512,15.975885404754557,4.590439684738439,17156.710715175002,88ca7c54f2d2e92057d59dd2c194eb27919360b9ec1b86f35e045b2f9a6f08d0,e9c5e07631ef4658d1b0613f0bf1e906f2d3471ed62264bf41d22151b592a618,gAAAAABn_AstLmN5qHRqdjld_B0t3A0oPoPiR6o8hPxYmDLhh8dUS_iV-OSGvkEydqXhK0drmyzUeNgDfXibi2v0SckCxbwVWeLqs5rhxMLbEUri_x3Ow40=,gAAAAABn_AstJir-2PRcG0z2eB2cgzbge4e1If-zLHHze3emGGhH0DrCoaNibj4E9pSQ1zFhaLinwQx39cWsl_F05Zl8Ky2OlQ==
Dell,3.433682814216501,16,512,15.2400532020662,2.9264068260488463,17789.172102765056,64f814ddae00b8e92d9adfe2676677db55d538c2b7316feae8d5096fbb09d552,e9c5e07631ef4658d1b0613f0bf1e906f2d3471ed62264bf41d22151b592a618,gAAAAABn_AstZ3ugPlM5nTq_ErCEMC9_6PO50BOkrdC-yKVijq10cqgK2S8tRFcYEaB94QBIGqmlglU-J1-Ij7iuWvZ70UqjySDhBP2yoTyXplyL-l1O4Ro=,gAAAAABn_Ast-39oGewkn96n1m44R8cvaNxrQLJrn-WZD-HXRQIpwzoLG8LTq8gecEfsM3ubBl812sr4K80mozAoN0dT8SoN7Q==
Dell,1.8271841517958745,16,512,14.703312835267404,2.880604377375981,16922.99041879282,b1c9860feb62d96390089391203222626d0d3bc86f89c2ee84a2d5b36ae702d9,e9c5e07631ef4658d1b0613f0bf1e906f2d3471ed62264bf41d22151b592a618,gAAAAABn_Ast0YX4J0c8-mNOPvGo7sbeEqOzqfbnXg6XYkqgaCoiwM0zt-MsSSGDkknbKBYfynyiUlNuIdZLBT-kY2oLdB-TaGiiteKuRenLko7NiRTsVJw=,gAAAAABn_AstvHxyrrjl92nAsIPus5ArRH1CFAsrhKbThNcpXZVMwyNBYGM-7FAR-_VCDINUAAav2_00pDl_-vq8amOKrvX8tg==
Acer,3.924552612696362,32,256,11.9358851821936,2.797993079277974,11255.348016729007,8282d4914e6bb2c27547400a2f7b37f8dd03077df48c055978e86fab12345c0e,42a25e76de60584238905609739a4b0bdca7bf7df9a55a68aae15633e84aa931,gAAAAABn_AstN_mk82UhRkEkwn6hZo4R6ODCwsV8okIKIT3mkO6s-Ar0sUGGXNHjlFJuJemu8mxjIYwvpCKTamn-paeDhVtwpKhTw_Qgq_qNzsIO4tNzZdk=,gAAAAABn_AstSMkc91KR3yh-18uH4FhFxTSzYIGdDGVDkI3kqCQ6xCjgzmCCxSdyaULFpxVSklsry8ffS6myVUnGzEPm80uDnw==
HP,2.634473853459098,32,512,13.87097669753577,2.998342606882386,18769.15165707092,5d0a8f7bf57b93faecc4e448e65b6e9599b093a9d992327b8c98d2bf1914065e,9449a7aaa80c99ead5ca08d4c72f0905780cb5008036127b26fe20da07419ac0,gAAAAABn_AstXudnfSkls1F69EdKGPOBG-RW-JjnMJGkl1Geu3CvxsgfH_gbckh531n1CS8chnmCf5L6zazTddXfrsVTGIAsZo0d2-loSixFpcGTgqEudwY=,gAAAAABn_AstEaxskTXLIz-q-YD6MvjlJobksbP-o_ECnkEOGeLdHrsPjOLRBI2AginWVCuNLzQQtdZ2d1YvfL8EVjEPyevZyg==
Asus,2.09012615836616,8,512,15.683336161323282,3.6722148929425615,16918.871474172327,ae1a5b59ec7720cf5c9b5479cd8577ecab8696af743ba4f01cb27fd325e250d2,398ef1e5b4a9550bf7be599cb6f97d9e3de83acb4d942e04d9e8ad772897ffa2,gAAAAABn_Astkknqb6YsIkTu0v41R8EIdPZ7Fom_4kEkP7USERlN1qITkuRRtKXZ2YyhWdl8H9638CdiM3Z2X5viLig1BkAMN5mmETmdb6LYmuE1e1WrKUs=,gAAAAABn_Ast5lzviqbLQxkUQGU89rEH-XoiJUic91ANkiy6L0CT-pgzz6HegJqyyU8Jv-j8CVhBFDX_vCMfcu5A1VNRnNX7kA==
Acer,1.6837418683250316,32,1000,12.82174362886304,4.121045882817772,32466.674974474045,638a9f6471466ee6fd35c27d833cd5ec4bf72ef0a4ca915389fe4c46e95e08c5,42a25e76de60584238905609739a4b0bdca7bf7df9a55a68aae15633e84aa931,gAAAAABn_AstAQsNMvThHU13u4L-mXFAP9qFlsT6_lsSxRft4ftyAcnIHgY50si0neRS984u3XysXvEPdT2bneeubbOWuPE1PFNxH_JDoNbA4m2QQ9dHwrQ=,gAAAAABn_Astrrrj7xPDml77Hbtay-1zEiKkvMEWC-Dcb9y1Rto0sFC4HjnKgwu6Ez9r_dL6CvQW1K8babYoM7_QkiQGnDorig==
Acer,1.924394762718852,32,256,12.870138971090247,3.9877037532163553,10719.665409273986,607d218264324bdcc00818a9847962e9a01c08e5fbbab2f8216f5b0e961bc84b,42a25e76de60584238905609739a4b0bdca7bf7df9a55a68aae15633e84aa931,gAAAAABn_AstqHBF8wHObVOY3Grf02qggfcn_WOsmSJKVfCRMZyp88wDKA_WmtUTMYsriujraJrF82z2Rn6GmbRevxFMEOpQpGPWH327efygw_wLJv393Pg=,gAAAAABn_AstZIzHTrtZJjKWMLxNtHkccl91boPJu2avy7wKAG-xk81Jh_2HZGnLaIqN7C4S_oBYYNONOq2rDa3nUtl10sETOw==
Acer,2.7994348713900443,32,1000,11.018845436288732,4.423153459944439,32767.274320916287,908b4e9916c877e8f7f3873eca99ffeff9c591a5c6e645158874c3452b2645e3,42a25e76de60584238905609739a4b0bdca7bf7df9a55a68aae15633e84aa931,gAAAAABn_Ast2-X1ajvSS-FJtXxcTaua3ltaUEOaGguAoDj5g2J5J-CYn3Nv8foVKO7FH_wcNqPrA4L42T28dLBLEFGNjsGICOlILaD1XyntELIejn35YNQ=,gAAAAABn_AstiC-eGeWLAy66c8WRcF5jBJ2KHExlQ6neU3Ly2Q4CQRk6lCx3OLqrGWiAgBneXVn0djDzC7_S9UriyMzdcmUGjQ==
Acer,2.342507941078216,32,1000,12.045460409872277,4.657741986492274,32795.04127811074,3613b55f74327988e5bf7ad4aad2ea35ee26e3bdb2df2e1af0d722764f9b2df4,42a25e76de60584238905609739a4b0bdca7bf7df9a55a68aae15633e84aa931,gAAAAABn_AstE7ePNYHk7k9F-hWtigzAZWJi25xRMkTYBeAKGYhJtLOf_e0waOfSM2KYKL9npTmP-MpeoyLFf0LISTEaN7q07p0twAiqUBpMcMHumZc8DhI=,gAAAAABn_AstB7ORUgx66Dw1GmbCk5YxT_ig6YHjGHWTmAe3pTEc67tjs-WCJ4dJ0kTAG0Byfd8-JBUedfeshNrSpoKamVnJaA==
Acer,3.572208414706524,4,512,16.252433750731008,4.448237127030054,17298.46593347018,4555d9c2108aacb9e6cc97c663e29474dcb88ee5993bf046f52f678e161a6aab,42a25e76de60584238905609739a4b0bdca7bf7df9a55a68aae15633e84aa931,gAAAAABn_AstVY-ZQ1Qo9m6FmiOqe70J_oZmR_DdN9RisI0U2diNVqAOdGcsfuvn5KEEX_3fyMj9nuqxQHoErXOl0vH0xThKKTq73zcD4P36z9XDW8COOyo=,gAAAAABn_AstW3NCfgAbwyPFoFATi_APGXSFin4CVuO3I-T24NPrWEsV6m6e-jQ2TW86d3ZoLYtJjUx7Df680-MW4g2pjasC0g==
Lenovo,2.5772188091545147,32,256,13.650478949826242,2.0568362101230635,10517.182685967558,d477e3e6f5aaa33934b8f42bdea0fbff114b6927753aa4eb226cadc7aa4aa810,acec4064d0fcc0d59e8178f5feda22f65c16052768b7babd91f529b129b8074d,gAAAAABn_Ast9vUviK-oKCi-IrXkV5NmdIgTCbzvaa3l7BEeJ3ZOTa_uGFrPPCqddYV_a2OVcgHovnH-sTt6zj2tQoauxdWsa0TV8Iogsq4i4HaHyqo0fDA=,gAAAAABn_AstUfskEPlOrzhHregyGtw62lABS80GNOtJrrboFLMJNgiV_J1z-BhoHI_IpuMGWGa6eMS4c3EB2D8RwkvpdRtR8Q==
Asus,2.121785681469075,4,512,16.905406995406604,4.207753860655966,16732.176887532056,1af07788645f5a6dc8e6fd6376512ac49225057c46b51d657fb736f83f4e80c5,398ef1e5b4a9550bf7be599cb6f97d9e3de83acb4d942e04d9e8ad772897ffa2,gAAAAABn_AstDZ69n00qDmenJas95WTGKy3-SLUhruI6X2NqMmK6sEhKXrgkpau7IJgIGRwaNsgkb93k6kpiiZqDPNFfMG9mrP8GUd_779Ct03Vcve9_je0=,gAAAAABn_AstRud5gaCWRtcqNi_rZzQuzJ5d1YnyuJfaTG_M97-n2iFFcXqYoPgf5DQNjyXlpWFZ1AXY8xF4RIWqr9QCV_Rrfw==
Acer,3.0428624665100754,4,256,13.374247781442756,2.625198720854995,8975.326466281276,7d165fa351dbcce750386f01b8e9783b4cdad3bd89368c49284d8c4a8ab0d59f,42a25e76de60584238905609739a4b0bdca7bf7df9a55a68aae15633e84aa931,gAAAAABn_AstC-EWlnOHdwj_nzGWy8J0PzdrBcbZWvQGC-IgOs6XuGf1sa3HeKTlTkHCSCtznIH94FOBIOPynRDGWLui8BCKOOBLOORZg-9y_hz19P2E5os=,gAAAAABn_AstlymLHSI6WbKVKmGXSW8Q3ShuRBVk6O75XhlO3Tv9BDF2DmQrIapmKoAFzMlYAVTFdCVIvtw3lww-MZfJv_9x8w==
Asus,3.2669430422136143,32,1000,15.291118728681449,2.398784128123948,32909.11452258751,6a1d119170857b56d8e13f031d6307adb8c7a809651a8ca53877c56ad023c88c,398ef1e5b4a9550bf7be599cb6f97d9e3de83acb4d942e04d9e8ad772897ffa2,gAAAAABn_AstyCtelnPfbrd1tQbq0yGJSmdQSYvlnuJk2X_FHCCvXACb2_H7A_FgW657mq6lMVKUyeYOluffa7mgrUS7LHMvvcegNyhbYuSKlWFD6Qc_20o=,gAAAAABn_Ast8wtQlHs8DqAuXDwjXZ__2juVhn0R-0d2h7Sq55UeoXmehoLM54l71KPKkp4F6JJ4mk3mYXCgwb_HjwWumGt2hA==
Lenovo,1.9176047697523744,16,256,12.691514257428375,3.9154663543974064,9526.042606303856,32fc81fb45361857f49d4cafbb193860ef4b38ac2d25ad8e74a47a445ae7331b,acec4064d0fcc0d59e8178f5feda22f65c16052768b7babd91f529b129b8074d,gAAAAABn_AstZCyu9m2x70roPkgdzy3O4ZhdBNK1D2pGMlsSLU0f8kPMcwRW83twr36aT1BUoPb1pDJHQ9p5sXULowF_dtErAQsXbp-_OtC0sqzz_YjX73w=,gAAAAABn_AsttmZwXVeyhpGFwFP2bGEMmmkgPSg9j0no4UbiZXGMLZ5WKaySum5NovZvcfwb9jZuza79CtT5NwRdmUsY7XNeNg==
Lenovo,1.9190480407207944,4,512,13.1828578468456,2.959229586223085,16430.161831411904,817592073ba70d3c63ad445b9293780653c1d1895ed1890d04ea802644c96d90,acec4064d0fcc0d59e8178f5feda22f65c16052768b7babd91f529b129b8074d,gAAAAABn_Ast8xd6mh9cbGos3pQmCmUtsvvpHo2mjbXqLFWGs2GSoSSmx7ChveJsHtsr8vuVAGPrRTsMKo3T0KCc5tvWXJ2mPp-dITN_UOiFXgijFqy3N7g=,gAAAAABn_AstB5fNnmz8y--EiTtA1XbZ3hJ_Jc55xyp3WpL8djvhUs8DFQR7IhBF1RdbHFI6J3N2GU6cngDWc8ozPwouTwrH3w==
Asus,1.5916785673338574,16,512,12.144355925545367,2.1713514901113298,16969.92215343469,3c39407570c816590d8f2c3f7bc5514c57b8317f6c15a9a2821acc4ce73b64cd,398ef1e5b4a9550bf7be599cb6f97d9e3de83acb4d942e04d9e8ad772897ffa2,gAAAAABn_AstHgHS6pj89ueyh1N9D8xqmdgaTv26BUKiopiWFUfTkHXwuR08PyTd7m0sIxhQ90cY22Mfvp_0u_EAdnWBB9LUeG8YCRVLNdYVXWsNCmYtBBI=,gAAAAABn_AstUoGwXXBvqXyWFtQIKAtc6SgYH8hQk58VwGMBSXvGgSZ6TI_sQJBieA34_HAAP0Oy-OJDlEiimbBv1XxeYkoN0A==
Dell,3.341005037664101,16,512,13.08237421099637,2.412889203195084,17572.439863049596,1b2b26fe35a42392a69ee0a7328cd1de5a855f2da7764e921e241ab4a76694cf,e9c5e07631ef4658d1b0613f0bf1e906f2d3471ed62264bf41d22151b592a618,gAAAAABn_Ast3orY0cln9xWzYl4FTvVcnGyP8eYymH_7plk08olhPhbZ5eUHcpXTENhEjTMBe2crMqAt-D88_1sf05LAriYEPylsnAmTKrM7lcSiihTA708=,gAAAAABn_Ast7UeI8Rzll1G0XXnptTXYrT8eJzuMTNP6rpHw_waFUUxOZ3GUsTblrAHthTast8280ilgvvL2Igyz4tg7XghN7w==
